2024-01-01;Jesaja 7,4;"Hüte dich und bleibe still; fürchte dich nicht, und dein Herz sei unverzagt."
2024-07-05;Psalm 115,11;Die ihr den HERRN fürchtet, hoffet auf den HERRN!
2024-07-06;Psalm 91,1-2;Wer unter dem Schirm des Höchsten sitzt und unter dem Schatten des Allmächtigen bleibt, der spricht zu dem HERRN: Meine Zuversicht und meine Burg, mein Gott, auf den ich hoffe.
2024-07-07;Hesekiel 18,27;Wenn sich der Ungerechte abkehrt von seiner Ungerechtigkeit, die er getan hat, und übt nun Recht und Gerechtigkeit, der wird sein Leben erhalten.
2024-07-08;5. Mose 11,7;Eure Augen haben die großen Werke des HERRN gesehen, die er getan hat.
2024-07-09;Psalm 67,2;Gott sei uns gnädig und segne uns.
2024-07-10;Jesaja 43,13;"Auch künftig bin ich derselbe, und niemand ist da, der aus meiner Hand erretten kann. Ich wirke; wer will’s wenden?"
2024-07-11;Hosea 2,1;An dem Ort, da zu ihnen gesagt ist: »Ihr seid nicht mein Volk«, wird zu ihnen gesagt werden: »Kinder des lebendigen Gottes!«
2024-07-12;1. Könige 8,56;Es ist nicht eins dahingefallen von allen seinen guten Worten, die der HERR geredet hat durch seinen Knecht Mose.
2024-07-13;Jesaja 41,4;Wer ruft die Geschlechter von Anfang her? Ich bin’s, der HERR, der Erste, und bei den Letzten noch derselbe.
2024-07-14;Psalm 24,1;Die Erde ist des HERRN und was darinnen ist, der Erdkreis und die darauf wohnen.
2024-07-15;Psalm 46,8;Der HERR Zebaoth ist mit uns, der Gott Jakobs ist unser Schutz.
2024-07-16;Jesaja 40,27;Warum sprichst du denn, Jakob, und du, Israel, sagst: »Mein Weg ist dem HERRN verborgen, und mein Recht geht an meinem Gott vorüber«?
2024-07-17;Jeremia 31,33;Das soll der Bund sein, den ich mit dem Hause Israel schließen will nach dieser Zeit, spricht der HERR: Ich will mein Gesetz in ihr Herz geben und in ihren Sinn schreiben, und sie sollen mein Volk sein, und ich will ihr Gott sein.
2024-07-18;Psalm 91,14;/Der HERR spricht:/ Er kennt meinen Namen, darum will ich ihn schützen.
2024-07-19;Jesaja 65,17;Siehe, ich will einen neuen Himmel und eine neue Erde schaffen, dass man der vorigen nicht mehr gedenken wird.
2024-07-20;Jeremia 2,19;Du musst innewerden und erfahren, was es für Jammer und Herzeleid bringt, den HERRN, deinen Gott, zu verlassen und mich nicht zu fürchten.
2024-07-21;Nahum 2,1;Siehe auf den Bergen die Füße eines guten Boten, der da Frieden verkündigt!
2024-07-22;Jeremia 1,19;"Wenn sie auch wider dich streiten, werden sie dir dennoch nichts anhaben können; denn ich bin bei dir, spricht der HERR, dass ich dich errette."
2024-07-23;Psalm 119,24;"HERR, ich habe Freude an deinen Zeugnissen; sie sind meine Ratgeber."
2024-07-24;Jesaja 61,1.2;Der HERR hat mich gesandt, zu trösten alle Trauernden.
2024-07-25;1. Mose 9,13;"Gott sprach: Meinen Bogen habe ich gesetzt in die Wolken; der soll das Zeichen sein des Bundes zwischen mir und der Erde."
2024-07-26;Hiob 12,14;"Siehe, wenn Gott zerbricht, so hilft kein Bauen; wenn er jemand einschließt, kann niemand aufmachen."
2024-07-27;Psalm 9,19;"Der HERR wird den Armen nicht für immer vergessen; die Hoffnung der Elenden wird nicht verloren sein ewiglich."
2024-07-28;Psalm 118,6;"Der HERR ist mit mir, darum fürchte ich mich nicht; was können mir Menschen tun?"
2024-07-29;1. Könige 8,58;Der HERR, unser Gott, neige unser Herz zu ihm, dass wir wandeln in allen seinen Wegen.
2024-07-30;Jesaja 43,20;Ich will in der Wüste Wasser und in der Einöde Ströme geben, zu tränken mein Volk, meine Auserwählten.
2024-07-31;Hesekiel 20,44;Ihr werdet erfahren, dass ich der HERR bin, wenn ich so an euch handle zur Ehre meines Namens und nicht nach euren bösen Wegen und verderblichen Taten.
2024-08-01;Joel 2,11-12;Der Tag des HERRN ist groß und voller Schrecken, wer kann ihn ertragen? Doch auch jetzt noch, spricht der HERR, kehrt um zu mir von ganzem Herzen!
2024-08-02;Psalm 60,4;"Gott, der du die Erde erschüttert und zerrissen hast, heile ihre Risse; denn sie wankt."
2024-08-03;Psalm 9,11;"Auf dich hoffen, die deinen Namen kennen; denn du verlässest nicht, die dich, HERR, suchen."
2024-08-04;Psalm 135,6;Alles, was der HERR will, das tut er im Himmel und auf Erden, im Meer und in allen Tiefen.
2024-08-05;Jesaja 52,12;Der HERR wird vor euch herziehen und der Gott Israels euren Zug beschließen.
2024-08-06;Psalm 63,7;Gott, wenn ich mich zu Bette lege, so denke ich an dich, wenn ich wach liege, sinne ich über dich nach.
2024-08-07;Sprüche 15,33;Die Furcht des HERRN ist Unterweisung zur Weisheit.
2024-08-08;1. Mose 39,23;Der HERR war mit Josef, und was er tat, dazu gab der HERR Glück.
2024-08-09;Sprüche 24,11-12;Befreie, die zum Tod geschleppt werden, und rette, die zur Hinrichtung wanken! Wenn du sagst: Sieh, wir haben das nicht gewusst! – wird er, der die Herzen prüft, es nicht durchschauen?
2024-08-10;Jesaja 61,8;Ich bin der HERR, der das Recht liebt und Raub und Unrecht hasst.
2024-08-11;Hesekiel 20,41-42;Ich werde mich an euch als heilig erweisen vor den Augen der Völker. Und ihr werdet erfahren, dass ich der HERR bin, wenn ich euch ins Land Israels bringe, in das Land, über das ich meine Hand erhob zu dem Schwur, es euren Vätern zu geben.
2024-08-12;Psalm 119,166;HERR, ich warte auf dein Heil.
2024-08-13;Psalm 96,1;"Singet dem HERRN ein neues Lied; singet dem HERRN, alle Welt!"
2024-08-14;5. Mose 2,7;Der HERR, dein Gott, hat dein Wandern durch diese große Wüste auf sein Herz genommen.
2024-08-15;3. Mose 26,13;Ich bin der HERR, euer Gott, der euch aus Ägyptenland geführt hat, dass ihr nicht ihre Knechte bleibt, und habe euer Joch zerbrochen und habe euch aufrecht einhergehen lassen.
2024-08-16;2. Mose 20,12;Du sollst deinen Vater und deine Mutter ehren.
2024-08-17;2. Samuel 7,21;/David betete:/ Um deines Wortes willen und nach deinem Herzen hast du alle diese großen Dinge getan.
2024-08-18;Psalm 8,6;Du hast den Menschen wenig niedriger gemacht als Gott, mit Ehre und Herrlichkeit hast du ihn gekrönt.
2024-08-19;Psalm 37,8;Steh ab vom Zorn und lass den Grimm, entrüste dich nicht, dass du nicht Unrecht tust.
2024-08-20;1. Mose 24,21;Abrahams Knecht schwieg still, bis er erkannt hätte, ob der HERR zu seiner Reise Gnade gegeben hätte oder nicht.
2024-08-21;Klagelieder 3,41;Lasst uns unser Herz samt den Händen aufheben zu Gott im Himmel!
2024-08-22;Jeremia 15,19;Der HERR spricht: Wenn du dich zu mir hältst, so will ich mich zu dir halten.
2024-08-23;Psalm 94,18;Wenn ich sprach: Mein Fuß ist gestrauchelt, so hielt mich, HERR, deine Gnade.
2024-08-24;Sacharja 3,4;Sieh her, ich nehme deine Sünde von dir und lasse dir Feierkleider anziehen.
2024-08-25;Psalm 118,21;HERR, ich danke dir, dass du mich erhört hast und hast mir geholfen.
2024-08-26;Psalm 56,14;Du hast meine Seele vom Tode errettet, meine Füße vom Gleiten, dass ich wandeln kann vor Gott im Licht der Lebendigen.
2024-08-27;Psalm 19,9;Die Befehle des HERRN sind richtig und erfreuen das Herz.
2024-08-28;1. Chronik 22,19;So richtet nun euer Herz und euren Sinn darauf, den HERRN, euren Gott, zu suchen.
2024-08-29;Hiob 38,41;Wer bereitet dem Raben die Speise, wenn seine Jungen zu Gott rufen und irrefliegen, weil sie nichts zu essen haben?
2024-08-30;Psalm 33,11;Der Ratschluss des HERRN bleibt ewig bestehen.
2024-08-31;Maleachi 3,17;Sie sollen mein Eigentum sein, und ich will mich ihrer erbarmen, wie ein Mann sich seines Sohnes erbarmt, der ihm dient.
2024-09-01;Psalm 90,1-2;Herr, du bist unsre Zuflucht für und für. Ehe denn die Berge wurden und die Erde und die Welt geschaffen wurden, bist du, Gott, von Ewigkeit zu Ewigkeit.
2024-09-02;Psalm 147,3;Der HERR heilt, die zerbrochenen Herzens sind, und verbindet ihre Wunden.
2024-09-03;Psalm 139,5;Von allen Seiten umgibst du mich und hältst deine Hand über mir.
2024-09-04;1. Könige 19,5.8;Ein Engel rührte Elia an und sprach zu ihm: Steh auf und iss! Und er stand auf und aß und trank und ging durch die Kraft der Speise vierzig Tage und vierzig Nächte bis zum Berg Gottes.
2024-09-05;Psalm 28,9;Hilf deinem Volk und segne dein Erbe und weide und trage sie ewiglich!
2024-09-06;Daniel 9,18;Wir liegen vor dir mit unserm Gebet und vertrauen nicht auf unsre Gerechtigkeit, sondern auf deine große Barmherzigkeit.
2024-09-07;1. Könige 3,5.9;/Der HERR sprach zu Salomo:/ Bitte, was ich dir geben soll! Salomo sprach: Du wollest deinem Knecht ein gehorsames Herz geben, dass er dein Volk richten könne und verstehen, was gut und böse ist.
2024-09-08;Psalm 119,66;Lehre mich rechtes Urteil und Erkenntnis, denn ich vertraue deinen Geboten.
2024-09-09;Psalm 40,5;Wohl dem, der seine Hoffnung setzt auf den HERRN!
2024-09-10;Psalm 111,1;Halleluja! Ich danke dem HERRN von ganzem Herzen im Rate der Frommen und in der Gemeinde.
2024-09-11;Psalm 51,12;Schaffe in mir, Gott, ein reines Herz und gib mir einen neuen, beständigen Geist.
2024-09-12;Psalm 82,3;Helft dem Elenden und Bedürftigen zum Recht.
2024-09-13;Psalm 17,7;Beweise deine wunderbare Güte, du Heiland derer, die Zuflucht suchen vor denen, die sich gegen deine rechte Hand erheben.
2024-09-14;Psalm 94,19;Ich hatte viel Bekümmernis in meinem Herzen, aber deine Tröstungen erquickten meine Seele.
2024-09-15;5. Mose 6,11-12;Wenn du nun isst und satt wirst, so hüte dich, dass du nicht den HERRN vergisst.
2024-09-16;Jesaja 50,7;Gott der HERR hilft mir, darum werde ich nicht zuschanden.
2024-09-17;Psalm 65,12;Du krönst das Jahr mit deinem Gut.
2024-09-18;4. Mose 24,17;Es wird ein Stern aus Jakob aufgehen und ein Zepter aus Israel aufkommen.
2024-09-19;Psalm 143,2;"HERR, geh nicht ins Gericht mit deinem Knecht; denn vor dir ist kein Lebendiger gerecht."
2024-09-20;Hiob 9,8-9;Gott breitet den Himmel aus und geht auf den Wogen des Meers. Er macht den Großen Wagen am Himmel und den Orion und das Siebengestirn und die Sterne des Südens.
2024-09-21;Sprüche 15,13;"Ein fröhliches Herz macht ein fröhliches Angesicht; aber wenn das Herz bekümmert ist, entfällt auch der Mut."
2024-09-22;Micha 5,4;Er wird der Friede sein.
2024-09-23;Psalm 98,2;"Der HERR lässt sein Heil verkündigen; vor den Völkern macht er seine Gerechtigkeit offenbar."
2024-09-24;Jesaja 61,11;Gleichwie Gewächs aus der Erde wächst und Same im Garten aufgeht, so lässt Gott der HERR Gerechtigkeit aufgehen und Ruhm vor allen Völkern.
2024-09-25;Jeremia 32,27;Siehe, ich, der HERR, bin der Gott allen Fleisches, sollte mir etwas unmöglich sein?
2024-09-26;Psalm 40,9;Deinen Willen, mein Gott, tue ich gern, und dein Gesetz hab ich in meinem Herzen.
2024-09-27;Jesaja 65,18;Freuet euch und seid fröhlich immerdar über das, was ich schaffe.
2024-09-28;Psalm 19,15;Lass dir wohlgefallen die Rede meines Mundes und das Gespräch meines Herzens vor dir, HERR, mein Fels und mein Erlöser.
2024-09-29;3. Mose 19,34;Du sollst den Fremden lieben wie dich selbst.
2024-09-30;2. Samuel 2,26;Abner rief Joab zu: Soll denn das Schwert ohne Ende fressen? Weißt du nicht, dass daraus am Ende nur Jammer kommen wird?
2024-10-01;Psalm 18,50;Ich will dir danken, HERR, unter den Völkern und deinem Namen lobsingen.
2024-10-02;Jesaja 49,10;"Sie werden weder hungern noch dürsten, sie wird weder Hitze noch Sonne stechen; denn ihr Erbarmer wird sie führen und sie an die Wasserquellen leiten."
2024-10-03;Jesaja 44,26;Der HERR macht das Wort seines Knechts wahr und vollführt den Rat seiner Boten. Er spricht zu Jerusalem: Du sollst bewohnt sein!, und zu den Städten Judas: Ihr sollt wieder aufgebaut werden!
2024-10-04;Psalm 119,82;Meine Augen sehnen sich nach deinem Wort und sagen: Wann tröstest du mich?
2024-10-05;Jeremia 14,21;Um deines Namens willen verwirf uns nicht! Lass den Thron deiner Herrlichkeit nicht verspottet werden!
2024-10-06;Jesaja 40,15;Siehe, die Völker sind geachtet wie ein Tropfen am Eimer und wie ein Sandkorn auf der Waage.
2024-10-07;Jeremia 14,7;Ach, HERR, wenn unsre Sünden uns verklagen, so hilf doch um deines Namens willen!
2024-10-08;Josua 24,14;So fürchtet nun den HERRN und dient ihm treulich und rechtschaffen und lasst fahren die Götter und dient dem HERRN.
2024-10-09;Psalm 119,73;"Deine Hände haben mich gemacht und bereitet; unterweise mich, dass ich deine Gebote lerne."
2024-10-10;Hesekiel 37,11-12;Siehe, jetzt sprechen sie: Unsere Gebeine sind verdorrt, und unsere Hoffnung ist verloren, und es ist aus mit uns. Darum weissage und sprich zu ihnen: So spricht Gott der HERR: Siehe, ich will eure Gräber auftun und hole euch, mein Volk, aus euren Gräbern herauf.
2024-10-11;Psalm 130,4;Bei dir ist die Vergebung, dass man dich fürchte.
2024-10-12;3. Mose 10,3;Das ist’s, was der HERR gesagt hat: Ich erzeige mich heilig an denen, die mir nahe sind, und vor allem Volk erweise ich mich herrlich.
2024-10-13;1. Mose 50,20;/Josef sprach zu seinen Brüdern:/ Ihr gedachtet es böse mit mir zu machen, aber Gott gedachte es gut zu machen.
2024-10-14;Psalm 150,6;Alles, was Odem hat, lobe den HERRN! Halleluja!
2024-10-15;Nehemia 2,20;"Der Gott des Himmels wird es uns gelingen lassen; denn wir, seine Knechte, haben uns aufgemacht und bauen wieder auf."
2024-10-16;Sprüche 15,17;Besser ein Gericht Kraut mit Liebe als ein gemästeter Ochse mit Hass.
2024-10-17;5. Mose 4,31;"Der HERR, dein Gott, ist ein barmherziger Gott; er wird dich nicht verlassen noch verderben."
2024-10-18;Jesaja 53,3;Er war der Allerverachtetste und Unwerteste, voller Schmerzen und Krankheit.
2024-10-19;Psalm 71,18;Auch verlass mich nicht, Gott, im Alter, wenn ich grau werde, bis ich deine Macht verkündige Kindeskindern und deine Kraft allen, die noch kommen sollen.
2024-10-20;Jeremia 1,9;Der HERR sprach zu Jeremia: Siehe, ich lege meine Worte in deinen Mund.
2024-10-21;Jesaja 43,21;Das Volk, das ich mir bereitet habe, soll meinen Ruhm verkündigen.
2024-10-22;Jesaja 43,10;Ihr seid meine Zeugen, spricht der HERR.
2024-10-23;Psalm 71,9;Verwirf mich nicht in meinem Alter, verlass mich nicht, wenn ich schwach werde.
2024-10-24;Psalm 36,10;Bei dir ist die Quelle des Lebens, und in deinem Lichte sehen wir das Licht.
2024-10-25;Sprüche 4,13;Halte dich an die Unterweisung, lass nicht von ihr ab, bewahre sie, denn sie ist dein Leben.
2024-10-26;Psalm 23,1;Der HERR ist mein Hirte, mir wird nichts mangeln.
2024-10-27;5. Mose 6,4;Höre, Israel, der HERR ist unser Gott, der HERR ist einer.
2024-10-28;Psalm 16,10;Du wirst meine Seele nicht dem Tode lassen.
2024-10-29;Sprüche 2,6;Der HERR gibt Weisheit, und aus seinem Munde kommt Erkenntnis und Einsicht.
2024-10-30;5. Mose 28,12;Der HERR wird dir seinen guten Schatz auftun, den Himmel, dass er deinem Land Regen gebe zur rechten Zeit und dass er segne alle Werke deiner Hände.
2024-10-31;Psalm 20,8;"Jene verlassen sich auf Wagen und Rosse; wir aber denken an den Namen des HERRN, unsres Gottes."
2024-11-01;Hosea 14,5;"Ich will ihre Abtrünnigkeit heilen; gerne will ich sie lieben."
2024-11-02;1. Samuel 26,23;Der HERR wird einem jeden seine Gerechtigkeit und Treue vergelten.
2024-11-03;Psalm 62,11;Fällt euch Reichtum zu, so hängt euer Herz nicht daran.
2024-11-04;Micha 1,2;Höret, alle Völker! Merk auf, Erde und alles, was darinnen ist! Gott der HERR tritt gegen euch als Zeuge auf.
2024-11-05;Hesekiel 11,19-20;Ich will das steinerne Herz wegnehmen aus ihrem Leibe und ihnen ein fleischernes Herz geben, damit sie in meinen Geboten wandeln und meine Ordnungen halten und danach tun.
2024-11-06;Psalm 84,5;"Wohl denen, die in deinem Hause wohnen; die loben dich immerdar."
2024-11-07;2. Chronik 14,10;"Hilf uns, HERR, unser Gott; denn wir verlassen uns auf dich."
2024-11-08;Jesaja 63,1;Ich bin’s, der in Gerechtigkeit redet, und bin mächtig zu helfen.
2024-11-09;Psalm 103,22;Lobet den HERRN, alle seine Werke, an allen Orten seiner Herrschaft! Lobe den HERRN, meine Seele!
2024-11-10;Jesaja 61,10;"Meine Seele ist fröhlich in meinem Gott; denn er hat mir die Kleider des Heils angezogen und mich mit dem Mantel der Gerechtigkeit gekleidet."
2024-11-11;Hosea 3,5;Die Israeliten werden umkehren und den HERRN, ihren Gott, suchen, und werden mit Zittern zu dem HERRN und seiner Gnade kommen in letzter Zeit.
2024-11-12;Jesaja 30,15;Durch Stillesein und Vertrauen würdet ihr stark sein.
2024-11-13;1. Samuel 2,4;Der Bogen der Starken ist zerbrochen, und die Schwachen sind umgürtet mit Stärke.
2024-11-14;5. Mose 10,14;Siehe, der Himmel und aller Himmel Himmel und die Erde und alles, was darinnen ist, das ist des HERRN, deines Gottes.
2024-11-15;5. Mose 1,31;Du hast gesehen, wie dich der HERR, dein Gott, getragen hat, wie ein Mann seinen Sohn trägt, auf dem ganzen Wege, den ihr gewandert seid.
2024-11-16;Jeremia 33,9;Das soll mein Ruhm und meine Wonne, mein Preis und meine Ehre sein unter allen Völkern auf Erden, wenn sie all das Gute hören, das ich Jerusalem geben will.
2024-11-17;Jeremia 29,11;Ich weiß wohl, was ich für Gedanken über euch habe, spricht der HERR: Gedanken des Friedens und nicht des Leides, dass ich euch gebe Zukunft und Hoffnung.
2024-11-18;Psalm 9,3;Ich freue mich und bin fröhlich in dir und lobe deinen Namen, du Allerhöchster.
2024-11-19;Psalm 124,7;"Unsre Seele ist entronnen wie ein Vogel dem Netze des Vogelfängers; das Netz ist zerrissen, und wir sind frei."
2024-11-20;Joel 2,13;Der HERR ist gnädig, barmherzig, geduldig und von großer Güte, und es reut ihn bald die Strafe.
2024-11-21;Jesaja 50,10;Wer im Finstern wandelt und wem kein Licht scheint, der hoffe auf den Namen des HERRN!
2024-11-22;Psalm 86,11;Weise mir, HERR, deinen Weg, dass ich wandle in deiner Wahrheit.
2024-11-23;5. Mose 18,10.12;Nicht werde jemand unter dir gefunden, der Wahrsagerei, Hellseherei, geheime Künste oder Zauberei treibt. Denn wer das tut, der ist dem HERRN ein Gräuel.
2024-11-24;Micha 6,3;Was habe ich dir getan, mein Volk, und womit habe ich dich beschwert? Das sage mir!
2024-11-25;Jeremia 2,17;Das alles hast du dir doch selbst bereitet, weil du den HERRN, deinen Gott, verlässt, sooft er dich den rechten Weg leiten will.
2024-11-26;Jesaja 45,15;Fürwahr, du bist ein verborgener Gott, du Gott Israels, der Heiland.
2024-11-27;Jesaja 26,12;"Uns, HERR, wirst du Frieden schaffen; denn auch alles, was wir ausrichten, das hast du für uns getan."
2024-11-28;Jesaja 61,6;Ihr sollt Priester des HERRN heißen, und man wird euch Diener unsres Gottes nennen.
2024-11-29;Psalm 119,14;HERR, ich freue mich über den Weg deiner Zeugnisse wie über allen Reichtum.
2024-11-30;5. Mose 6,5;Du sollst den HERRN, deinen Gott, lieb haben von ganzem Herzen, von ganzer Seele und mit all deiner Kraft.
2024-12-01;Psalm 119,5;O dass mein Leben deine Gebote mit ganzem Ernst hielte.
2024-12-02;Jesaja 26,4;"Verlasst euch auf den HERRN immerdar; denn Gott der HERR ist ein Fels ewiglich."
2024-12-03;1. Samuel 10,6;"/Samuel sprach zu Saul:/ Der Geist des HERRN wird über dich kommen; da wirst du umgewandelt und ein anderer Mensch werden."
2024-12-04;Jesaja 48,18;O dass du auf meine Gebote gemerkt hättest, so würde dein Friede sein wie ein Wasserstrom und deine Gerechtigkeit wie Meereswellen.
2024-12-05;Sacharja 8,19;Liebt Wahrheit und Frieden!
2024-12-06;Jeremia 32,17;Ach HERR, siehe, du hast Himmel und Erde gemacht durch deine große Kraft und durch deinen ausgereckten Arm, und es ist kein Ding vor dir unmöglich.
2024-12-07;1. Mose 4,10;Der HERR sprach zu Kain: Was hast du getan? Die Stimme des Blutes deines Bruders schreit zu mir von der Erde.
2024-12-08;Psalm 106,6;Wir haben gesündigt samt unsern Vätern, wir haben unrecht getan und sind gottlos gewesen.
2024-12-09;Psalm 5,12;Lass sich freuen alle, die auf dich trauen.
2024-12-10;Jesaja 60,20;"Deine Sonne wird nicht mehr untergehen und dein Mond nicht den Schein verlieren; denn der HERR wird dein ewiges Licht sein."
2024-12-11;Sprüche 10,28;Das Warten der Gerechten wird Freude werden.
2024-12-12;Hiob 5,11;Gott erhöht die Niedrigen und hilft den Betrübten empor.
2024-12-13;2. Mose 3,6;"Mose verhüllte sein Angesicht; denn er fürchtete sich, Gott anzuschauen."
2024-12-14;2. Samuel 12,9;Warum hast du denn das Wort des HERRN verachtet, dass du getan hast, was ihm missfiel?
2024-12-15;Jeremia 7,4-5;Verlasst euch nicht auf Lügenworte, wenn sie sagen: Hier ist des HERRN Tempel, hier ist des HERRN Tempel, hier ist des HERRN Tempel! Sondern bessert euer Leben und euer Tun.
2024-12-16;Psalm 71,3;Sei mir ein starker Hort, dahin ich immer fliehen kann, der du zugesagt hast, mir zu helfen.
2024-12-17;Psalm 94,15;Recht muss doch Recht bleiben, und ihm werden alle frommen Herzen zufallen.
2024-12-18;1. Mose 15,1;/Der HERR sprach:/ Fürchte dich nicht, Abram! Ich bin dein Schild und dein sehr großer Lohn.
2024-12-19;1. Mose 37,14;/Jakob sprach zu Josef:/ Geh hin und sieh, ob’s gut steht um deine Brüder und um das Vieh.
2024-12-20;Jesaja 45,17;Israel aber wird errettet durch den HERRN mit einer ewigen Rettung, und ihr werdet nicht zuschanden noch zu Spott immer und ewiglich.
2024-12-21;Psalm 84,3;Mein Leib und Seele freuen sich in dem lebendigen Gott.
2024-12-22;Psalm 71,5;Du bist meine Zuversicht, HERR, mein Gott, meine Hoffnung von meiner Jugend an.
2024-12-23;Psalm 51,5;Ich erkenne meine Missetat, und meine Sünde ist immer vor mir.
2024-12-24;5. Mose 16,17;Ein jeder gebe, was er geben kann nach dem Segen, den dir der HERR, dein Gott, gegeben hat.
2024-12-25;2. Mose 6,7;Ich will euch annehmen zu meinem Volk und will euer Gott sein.
2024-12-26;Hesekiel 34,30;Sie sollen erfahren, dass ich, der HERR, ihr Gott, bei ihnen bin und dass die vom Hause Israel mein Volk sind, spricht Gott der HERR.
2024-12-27;Psalm 98,3;Aller Welt Enden sehen das Heil unsres Gottes.
2024-12-28;Sprüche 19,17;Wer sich des Armen erbarmt, der leiht dem HERRN, und der wird ihm vergelten, was er Gutes getan hat.
2024-12-29;Psalm 84,4;Der Vogel hat ein Haus gefunden und die Schwalbe ein Nest für ihre Jungen – deine Altäre, HERR Zebaoth, mein König und mein Gott.
2024-12-30;Psalm 147,5;Unser Herr ist groß und von großer Kraft, und unermesslich ist seine Weisheit.
2024-12-31;Psalm 48,15;Dieser ist Gott, unser Gott für immer und ewig. Er ist’s, der uns führet.
